Artist,Genre,Track,MFCC,Spectral Centroid,Zero-Crossing Rate
The Spunk Lads,Punk,Achtung Banzai,"[-162.7147216796875, 136.2469940185547, -14.170693397521973, 22.91571044921875, 10.913707733154297, 16.783906936645508, -16.09208869934082, 5.600370407104492, -4.402491092681885, 7.125608921051025, -6.501245021820068, 8.520215034484863, -3.7555291652679443, 5.154975891113281, 0.04829859361052513, 3.632317543029785, -5.940254211425781, 1.8593429327011108, 0.6434049606323242, -0.11035049706697464]",3204.9902847735348,0.06438682452852998
Pistolera,Other,full set,"[-238.27992248535156, 148.2947540283203, -21.948589324951172, 56.5084342956543, -10.3700532913208, 21.86116600036621, -10.520318984985352, 8.903091430664062, -5.009879112243652, 2.1223011016845703, -0.7353847622871399, 1.2144535779953003, 0.6115038990974426, -1.812076449394226, 0.5558035373687744, -5.710726261138916, -1.6065813302993774, -7.937241077423096, -3.855504274368286, -8.306658744812012]",2329.301342122994,0.04327605326539504
White Hills,Psychedelic,Don't Be Afraid,"[-296.0781555175781, 182.37554931640625, -12.822491645812988, 17.696388244628906, -27.346736907958984, -0.21759739518165588, 8.493254661560059, 15.797520637512207, 5.858869552612305, 1.5991533994674683, -2.118124008178711, -4.598388195037842, -2.1667211055755615, 2.776289463043213, 9.661611557006836, 13.218915939331055, 16.735288619995117, 11.307373046875, 2.2525837421417236, -6.691441059112549]",1563.4907687578052,0.038171882555609285
Steve Wynn,Rock,Drought,"[-232.48118591308594, 160.2900848388672, -36.11656951904297, 50.70839309692383, -2.1105897426605225, 19.082284927368164, -14.048650741577148, 7.014737129211426, -4.81301736831665, 0.8283073306083679, 0.7421868443489075, 0.8563753366470337, -2.4449572563171387, -3.99348783493042, 2.2761664390563965, -1.9372868537902832, -4.32490873336792, -3.0281646251678467, 4.881584644317627, -0.9930023550987244]",2254.8012650700316,0.043893118222308285
White Hills,Psychedelic,Radiate,"[-121.89152526855469, 158.5785369873047, -41.93549346923828, 69.97008514404297, -4.420107841491699, 16.56021499633789, -12.964515686035156, 11.687743186950684, -7.225203037261963, 7.852367877960205, -3.6318345069885254, -2.8101449012756348, 0.08488630503416061, 5.011144638061523, 3.3000340461730957, -2.059030055999756, 3.337827205657959, -3.3265912532806396, 0.2888811528682709, -1.4733543395996094]",2415.4358538241822,0.04696944511605416
The Conet Project,Numbers Stations,m3,"[-272.437255859375, 151.5420379638672, -42.42414093017578, -2.201575756072998, 0.9901173114776611, 9.622425079345703, -0.7028571367263794, -6.247677326202393, -11.028810501098633, 6.621199131011963, 6.363696098327637, 8.619316101074219, 9.972475051879883, 7.6866865158081055, 5.7064642906188965, -7.948565483093262, -0.41533440351486206, -0.6406611800193787, -2.7631449699401855, -2.56534743309021]",2264.001998991135,0.0625962967662413
Dengue Fever,International,Full Set,"[-359.3189392089844, 179.56048583984375, -22.123750686645508, -4.584733963012695, 7.893126487731934, 3.077601432800293, -8.141127586364746, -2.1340651512145996, -5.628671169281006, -8.260701179504395, -11.667791366577148, -7.423548221588135, -5.66099214553833, -1.7800699472427368, 0.40763986110687256, -0.9034715890884399, -6.715842247009277, -3.2082929611206055, 0.4582713842391968, -1.0422403812408447]",1735.7723210577226,0.04332768021398141
Peelander Z,Rock,Bruce Lee Blue Three,"[-64.79442596435547, 157.90867614746094, -52.477840423583984, 50.429290771484375, -15.41478157043457, 16.199308395385742, -6.86307954788208, 6.6643452644348145, -9.421010971069336, 3.132525682449341, -3.782562494277954, 2.2639451026916504, -3.3892152309417725, -8.424481391906738, -3.9996676445007324, -0.010112941265106201, 0.9694004654884338, -1.91233229637146, -4.365999221801758, -8.899608612060547]",2602.882779531503,0.06803863938588008
The Cynics,Garage,The Warning,"[-160.73080444335938, 119.06049346923828, -37.64912414550781, 51.14876174926758, -33.30021286010742, 22.80620002746582, -10.378466606140137, 5.13951301574707, -18.78634262084961, -0.1383233666419983, -17.952438354492188, -8.39911937713623, -8.401418685913086, -5.726910591125488, -2.779024600982666, -4.98563289642334, -1.6133617162704468, -5.6387939453125, -13.1720609664917, -8.187417030334473]",3590.956640313724,0.10257155161992262
Smokey Hormel,Americana,The Gold Rush Is Over,"[-261.289794921875, 178.14308166503906, -35.15736389160156, 31.21830177307129, 7.9803690910339355, 15.85614013671875, 7.060644149780273, 4.977330684661865, -0.48458433151245117, -0.12347275018692017, 5.990739822387695, -1.9489916563034058, 3.447006940841675, 8.130941390991211, 2.0821261405944824, 1.9784431457519531, -2.6902031898498535, -0.8839264512062073, 3.6833927631378174, 1.946980595588684]",1707.4800761389972,0.04035583141924565
Means,Rock,Record Holders In the Purge,"[-92.28504943847656, 167.34288024902344, -75.08313751220703, 55.053531646728516, -13.118219375610352, 16.10107421875, -14.059890747070312, 7.547746181488037, -4.753652095794678, 4.429773330688477, -1.6788876056671143, -0.3715384900569916, -3.4980831146240234, 5.2627387046813965, -1.8087053298950195, -4.567010879516602, -4.875372409820557, -9.499112129211426, -3.5116147994995117, -5.125636100769043]",2631.6217935531577,0.07442620334285438
Urinals,Rock,Sex,"[-195.78506469726562, 177.64051818847656, -53.16831970214844, 38.75314712524414, -14.502052307128906, 26.652175903320312, -12.955439567565918, -1.5840749740600586, 3.7541511058807373, -3.0886294841766357, -0.5854429602622986, -1.0130175352096558, 3.782437324523926, -3.0534920692443848, 0.5334696769714355, -6.005922317504883, -3.0819501876831055, -6.886918067932129, -7.526047229766846, -2.995103120803833]",2155.2102102070826,0.050422736339458415
Mouthus,Noise,APDP Part Four,"[-93.43006896972656, 128.95143127441406, -49.41300964355469, 42.014713287353516, -0.0946137011051178, 20.85664939880371, -13.401446342468262, 16.98070526123047, 2.539236545562744, 14.384066581726074, -8.186392784118652, 8.990898132324219, 4.273074150085449, 5.401740074157715, -3.686668872833252, 2.5635581016540527, -3.7215628623962402, 0.15546035766601562, -7.904543876647949, -2.5972373485565186]",3300.751714341923,0.08371728421179885
Mors Ontologica,Rock,Beyond Luxury,"[-214.8002166748047, 181.21751403808594, -51.02476501464844, 39.91314697265625, 3.7393980026245117, 29.268840789794922, -20.557476043701172, 13.327768325805664, 0.901423454284668, -0.08747884631156921, 0.6966421008110046, -5.240145206451416, -4.271636009216309, -4.712674140930176, -0.8141645193099976, -1.4904218912124634, -7.027480602264404, -6.612415313720703, -2.6366024017333984, -3.648536443710327]",2110.9026672701852,0.046490419487427465
New Bomb Turks,Punk,Hassle St.,"[-1.0087954998016357, 136.89410400390625, -54.150272369384766, 40.615150451660156, -21.146076202392578, 27.863811492919922, -13.59181022644043, 12.640586853027344, -9.356468200683594, 12.961211204528809, -6.256303310394287, 7.784081935882568, -7.030679702758789, 5.778430938720703, -3.115314483642578, 2.062598466873169, -4.7396087646484375, -3.604072332382202, -1.0410457849502563, -2.3207848072052]",3292.7321320469055,0.08861510426752517
The Conet Project,Numbers Stations,5 dashes,"[-374.17193603515625, 157.21949768066406, 16.725418090820312, -20.697723388671875, 12.045923233032227, 23.933456420898438, 8.035600662231445, -7.428764820098877, -10.276848793029785, -2.721083164215088, 1.3036783933639526, -4.9720139503479, -10.942095756530762, -9.392058372497559, -5.337870121002197, -3.450045585632324, -4.139121055603027, -6.970085144042969, -8.286598205566406, -4.046608924865723]",1212.8282945443004,0.04570478916537568
The Conet Project,Numbers Stations,2 letter kg,"[-215.74632263183594, 180.64476013183594, -36.187599182128906, 10.312257766723633, 12.039872169494629, -3.561363697052002, -0.6894029974937439, 9.612896919250488, 2.1497788429260254, 15.31981086730957, 8.555449485778809, 3.382228374481201, 5.021881580352783, -1.7254289388656616, -1.6771854162216187, -5.240039348602295, -1.507761001586914, -2.256965160369873, 1.2888303995132446, -2.960352659225464]",1580.4499779830444,0.041194504049806575
The Shamblers,,Well Go Shambling,"[-188.91033935546875, 156.15988159179688, -27.622419357299805, 26.083946228027344, 3.5641751289367676, 10.430850982666016, -14.742471694946289, 2.599632501602173, -3.619356393814087, 1.5793410539627075, -4.844945907592773, 3.76638126373291, 1.3996937274932861, -0.992515504360199, -2.133697986602783, -2.489537477493286, -7.634848117828369, -3.9415786266326904, -2.3405325412750244, -7.008891582489014]",2365.2702002959177,0.046213128626692454
Means,Rock,Charlize Theron / Rob Wheeler,"[-87.0118637084961, 163.5459747314453, -66.92416381835938, 49.194732666015625, -9.04184341430664, 14.199377059936523, -6.36253023147583, 9.784005165100098, 2.449798583984375, 0.6110461354255676, -1.94692862033844, 2.418055295944214, -4.936763763427734, 5.721728801727295, -2.940443754196167, -1.2424570322036743, -3.1938881874084473, -5.96277379989624, -2.9659135341644287, -2.3386895656585693]",2621.2876746753786,0.07037313376450677
Nalle,Folk,Midwinters Dream & Birth of the Bear,"[-443.230712890625, 93.8664321899414, 2.8728647232055664, 2.2642710208892822, -11.538644790649414, -22.961822509765625, -16.963865280151367, -5.574092388153076, -6.868110656738281, -13.805242538452148, -10.77195930480957, -6.668149948120117, -7.495771884918213, -5.250029563903809, -0.6005321741104126, -4.141807556152344, 0.662552535533905, 7.19807767868042, 5.1057515144348145, 9.179322242736816]",1875.8939051860696,0.036053100822050294
Le Volume Courbe,Pop,This and That,"[-443.90771484375, 137.10960388183594, 45.6213264465332, 35.683372497558594, 18.77429962158203, 12.203774452209473, 3.767488479614258, 3.5629220008850098, 0.8923177123069763, 1.8299297094345093, 6.1858978271484375, 1.5712436437606812, -3.196206569671631, -2.304574489593506, 0.32826587557792664, -1.8617668151855469, 0.7929136753082275, 1.1419768333435059, -0.25306040048599243, 2.697883367538452]",1451.4447763419319,0.016314304862993803
The Snow,Indie,Reptile,"[-320.4496154785156, 164.68130493164062, 12.91064453125, 42.314937591552734, 10.772510528564453, 18.913963317871094, 3.5685296058654785, 4.6692423820495605, -2.0243725776672363, 2.077751874923706, 0.5854369401931763, -1.057539701461792, -1.4743270874023438, -1.2834758758544922, -1.3248322010040283, -5.577689170837402, -3.1707494258880615, -2.6113369464874268, -3.630204200744629, -5.971217632293701]",1459.3562586688518,0.02268106119287374
The Conet Project,Numbers Stations,nomer 101,"[-174.1974639892578, 246.48162841796875, -51.22153091430664, -10.422477722167969, 28.814199447631836, -24.214767456054688, -2.574568271636963, 9.615446090698242, -20.403671264648438, -8.2500638961792, 7.499960899353027, -4.453515529632568, -6.570304870605469, -3.2563891410827637, -5.039133548736572, -1.6509655714035034, -3.0361671447753906, -11.736327171325684, -11.129185676574707, -5.573055744171143]",1260.26231336409,0.03834282821566731
Fuck Buttons,Electronic,Race You To My Bedroom,"[-79.52995300292969, 86.53515625, -27.019943237304688, 67.55550384521484, -4.083458423614502, 6.923016548156738, 2.8516290187835693, 21.964557647705078, -18.596553802490234, 17.151016235351562, -1.7425310611724854, 4.9205498695373535, -7.216308116912842, 12.097921371459961, -9.276267051696777, 8.931001663208008, -5.748866081237793, 2.8737285137176514, -7.091527462005615, -0.5427968502044678]",4546.723770064684,0.09982231252420604
The Conet Project,Numbers Stations,unidentified chinese station,"[-266.5957336425781, 193.26832580566406, -41.3721923828125, -44.655765533447266, 24.147077560424805, -4.096012592315674, -32.70408630371094, -4.965303897857666, 4.215602874755859, -16.365373611450195, -14.770224571228027, 0.5700132250785828, -4.2586188316345215, -11.171554565429688, -3.314542293548584, -2.4291350841522217, -8.918152809143066, -4.422801971435547, 0.45271047949790955, -3.273050308227539]",1480.5390154943252,0.06164054944390716
That Thing Over There,Ambient,Cinnamon,"[-362.8154602050781, 208.17074584960938, 13.284411430358887, -1.8209532499313354, 14.73608684539795, -11.417411804199219, -8.347527503967285, 4.2927632331848145, -0.43950262665748596, 6.764822483062744, 16.262914657592773, 4.785589694976807, -4.819803237915039, 0.29187649488449097, -2.3448779582977295, -12.302519798278809, -11.702218055725098, -8.644821166992188, -10.7667875289917, -10.067964553833008]",841.4419348500114,0.0248955437016441
Silver Jews,,What Is Not But Could Be If,"[-260.4844970703125, 167.06466674804688, 2.316240072250366, 31.381879806518555, 7.3119049072265625, 12.608115196228027, 1.8059203624725342, 3.9397051334381104, 0.4860323965549469, -2.0655500888824463, -2.3572394847869873, 0.7231956720352173, -2.2816030979156494, -0.4386948347091675, -3.926032066345215, -4.1047892570495605, -4.188201427459717, -3.1953930854797363, -3.9090676307678223, 0.1710854023694992]",1829.1714524319575,0.028534006463013167
The Moaners,Country,Monkey Tongue,"[-204.51486206054688, 141.61233520507812, 2.318814754486084, 19.634653091430664, 2.3558542728424072, 12.762456893920898, -12.238349914550781, 7.850369453430176, -8.960461616516113, 8.14423942565918, -13.659232139587402, 3.2242629528045654, -12.194708824157715, 2.15035080909729, -7.1690192222595215, 1.4646470546722412, -7.10296630859375, -2.8276023864746094, -4.622591495513916, -4.621943950653076]",3183.205279014031,0.05194730042118513
Silver Jews,,Suffering Jukebox,"[-271.8692932128906, 178.38548278808594, 2.1345462799072266, 28.158021926879883, 15.339815139770508, 14.258861541748047, 2.4530811309814453, 5.408115863800049, 5.557234287261963, 1.0393904447555542, 0.9898112416267395, 1.883183479309082, -0.7416625618934631, 1.764681339263916, 0.9060009717941284, -2.117389440536499, -4.8889546394348145, -0.7030846476554871, 0.36987942457199097, 0.6496394276618958]",1501.5273158675707,0.02613371917311412
The Shamblers,,Louie1,"[-232.9447784423828, 125.30077362060547, 4.712009429931641, 40.131656646728516, 6.080263137817383, 8.336459159851074, -10.011103630065918, 6.340708255767822, -6.880392551422119, 2.5470151901245117, -4.733770370483398, 1.0714504718780518, 2.5568344593048096, 0.8445195555686951, 0.03583330288529396, -2.9814038276672363, -4.1681742668151855, -4.2958550453186035, -2.4762704372406006, -3.767050266265869]",3013.680346307478,0.04901512632978723
Psychedelic Horseshit,Rock,??,"[-209.3694305419922, 185.84060668945312, -47.498104095458984, 30.880861282348633, 0.19248077273368835, 9.733131408691406, -10.603474617004395, -3.357806921005249, -3.1187734603881836, -1.6043202877044678, -0.33849790692329407, 1.9119346141815186, -1.1094813346862793, 1.0596845149993896, -1.685542106628418, -2.514680862426758, -3.7647452354431152, -5.950822353363037, -1.1593594551086426, -5.496013641357422]",1907.143620871772,0.04633017494916731
Silver Jews,,Pony,"[-181.87132263183594, 165.6134490966797, -12.309173583984375, 29.642667770385742, 16.64866828918457, 16.629985809326172, 0.180790975689888, 4.9111857414245605, 3.5869140625, 3.6175730228424072, 2.1198012828826904, 5.505908012390137, -0.1187719777226448, 1.5569462776184082, 1.1751798391342163, -0.09030763059854507, -2.966306686401367, 1.7758070230484009, 3.714338779449463, 1.8279550075531006]",1942.8993029925034,0.03319688437984121
Vivian Girls,Pop,Tell The World (live @ WFMU),"[-126.51692199707031, 167.93890380859375, -62.02411651611328, 48.568912506103516, -14.363286972045898, 21.837055206298828, -16.053688049316406, 1.4717408418655396, -3.643419027328491, 0.32263392210006714, -0.8489617705345154, -0.6074015498161316, -1.19446861743927, 5.469510078430176, 3.419656753540039, -4.376199245452881, -3.369858503341675, -3.578179359436035, 0.35805544257164, -3.5895605087280273]",2423.1399191261435,0.06208821929400387
